1538527006.549927,Cv2c2u20TRqozbSqq8,192.168.100.103,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,Benign,-
1547132032.614288,CBsyRaTHL0fRLRY18,192.168.1.197,52852,185.244.25.183,4975,tcp,-,3.112729,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1552056761.164122,CReBQNUklIocuGyll,192.168.1.197,63420,85.76.31.28,23,tcp,-,0.000006,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1533087393.675206,C9kBmic0dTAROts4h,192.168.100.113,45340,178.128.185.250,50,tcp,-,3.139475,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1540492336.500130,CAnb8Q2ItaI9ME5aug,192.168.1.132,53880,192.168.1.1,53,udp,dns,0.106937,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-
1569018295.541545,C6spDR2EUyqZ8Qx0Ek,192.168.1.195,59093,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1547128681.077348,C388fp49vtnybnUlkh,192.168.1.197,53584,192.168.1.1,53,udp,dns,0.000496,29,45,SF,-,-,0,Dd,1,57,1,73,-,Benign,-
1552060076.228062,Ccda6E1Sy5EpXcowc5,192.168.1.197,63420,14.180.49.154,23,tcp,-,0.000006,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1547147357.698209,CtjzVs2OQH8eaffMk7,192.168.1.198,15026,45.76.151.34,52869,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1533124423.214470,CLVEFPzRU1QyeNg9i,192.168.100.113,38008,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1569018334.159539,ChdWod48NbRhyt5st8,192.168.1.195,48427,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545417809.901650,CfTEhB1UVAkWbWX72f,192.168.1.197,38370,197.157.216.124,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1551384843.778659,CEfX254kvLShUqa2m9,192.168.1.200,42356,58.161.45.70,23,tcp,-,0.000005,0,0,S0,-,-,0,S,2,120,0,0,-,Malicious,PartOfAHorizontalPortScan
1526831760.366850,CvSk4Z02hf2Il1elj,192.168.2.5,33764,144.21.58.36,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1552100039.336970,CbRMpD4E2J91vgtO9a,192.168.1.197,63420,92.89.110.6,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1547074768.352096,C11PDj2ODcESuAYPVa,192.168.1.194,39352,85.128.213.176,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1526772868.623832,CRIkQq1rNV0gZO74Jj,86.61.188.242,3,192.168.2.5,1,icmp,-,0.004621,120,0,OTH,-,-,0,-,2,176,0,0,(empty),Benign,-
1526838471.957340,CxTzdr2FQaeGXNSEKg,192.168.2.5,59890,219.92.144.66,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1545433092.749133,CMaBZR9fponTtknIg,192.168.1.198,36097,94.34.225.64,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545452923.161982,CEeHgZ2FJTwIKAPX83,192.168.1.196,35534,174.112.162.53,23,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Benign,-
1545466966.556434,CS8urr3pu9UON6BAtc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545466983.970971,C0Fyxk3NqdIoIjRJH6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545421218.203054,CjiqoT1M5TMpsZAx0d,192.168.1.198,36097,166.35.179.8,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545422679.882983,CLfHok4ifCH6UZ5xU4,192.168.1.196,38682,95.101.63.152,23,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Benign,-
1533118551.934352,C6DL91RwTTBd6f4jl,192.168.100.113,46896,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1526091109.009100,CjZCnM1wAZoE15ZHde,192.168.100.103,43763,124.41.18.72,27863,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),Benign,-
1545466987.773325,C38x7a10ULoX8a3TA4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1526817651.621125,CsTjMP3ydj1DQfAb22,192.168.2.5,37778,148.234.107.34,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1551387844.423553,CSxFla2J0zYDsNHYq3,192.168.1.193,24159,217.30.108.174,8081,tcp,-,0.000243,0,0,S0,-,-,0,S,4,160,0,0,-,Malicious,PartOfAHorizontalPortScan
1551397356.740931,CZ8y3Vl4Gz06RKFfa,192.168.1.193,24159,217.184.58.182,8081,tcp,-,0.000255,0,0,S0,-,-,0,S,4,160,0,0,-,Malicious,PartOfAHorizontalPortScan
1551388399.201114,CejoJh4MtOBMtHSctg,192.168.1.193,30535,197.42.234.90,8081,tcp,-,0.000005,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1540485135.637638,CzNTXM3U1imdcnKmJd,192.168.1.132,45769,192.168.1.1,53,udp,dns,0.104447,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-
1547091239.947949,Cvz8O13t46IlJ3g4N,192.168.1.194,48368,115.88.28.105,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1562160292.338219,C4lfT92TdIOeiebVU,0.0.0.0,68,255.255.255.255,67,udp,dhcp,9.399944,7428,0,S0,-,-,0,D,24,8100,0,0,-,benign,-
1545418293.136769,CC2uD42BWmhGMkqrll,192.168.1.197,43746,212.169.251.188,80,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1569018302.702880,C2vsxt26W76LQPRPD9,192.168.1.195,9231,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1552058204.607008,CfEPja2PusIr2LkY9a,192.168.1.197,63420,197.29.167.183,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1547145600.707081,CuBUFn46TIvry5FGMl,192.168.1.198,10803,200.191.131.229,23,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Benign,-
1547076230.826748,C0rWD1n5og7AYXVT1,192.168.1.194,49239,143.54.56.201,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545390462.873141,CRryLK3JTBP8W7g6od,192.168.1.197,38370,156.1.65.218,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1551396953.942465,CT9A9k4mx3JQWghwwg,192.168.1.200,39652,154.167.215.214,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,120,0,0,-,Malicious,PartOfAHorizontalPortScan
1533080736.251863,Cl6L2j11eYnA8GBWba,192.168.100.113,35824,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1569018347.817550,CDG0Dv4a86OIPSx2y3,192.168.1.195,2056,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545466967.862675,Cv3y0j3wTonEQHnCxj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545466984.309588,CUtc7U2tYEpOdRvzkf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545409892.218306,CBqjav60AGC22EySi,192.168.1.196,50680,121.120.165.98,23,tcp,-,3.102023,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1526030519.001798,CgqBFX1o5atUMYZO0a,192.168.100.103,43763,52.228.196.80,45163,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),Benign,-
1547072915.119526,CqpiKzj0KljegXiH4,192.168.1.194,55131,20.162.219.167,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545424081.454465,C1pmXx3touvZjSmvO3,192.168.1.195,123,147.231.100.5,123,udp,-,0.001496,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-
1545394211.862372,CBkt066FHsEtw2p81,192.168.1.197,38370,41.139.44.251,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1526825498.338140,CffDVi3gH6WyKB3God,192.168.2.5,33940,196.114.46.186,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1569018393.562125,CDyzVF2GXuUR5vg6Nd,192.168.1.195,40186,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1547074221.366637,Cq9Tli2iXLgtrmqaVb,192.168.1.194,44249,69.149.106.239,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
